,endTime,artistName,trackName,msPlayed,name,release_date,duration_ms,explicit,popularity,uri,details
2188,2022-01-07 00:52,!llmind,Take A Break - Interlude,48387,Take A Break - Interlude,2016-12-02,48386,False,37,spotify:track:3MZ0Obyv6AnO1anmGBJydv,"{'name': 'Take A Break - Interlude', 'release_date': '2016-12-02', 'duration_ms': 48386, 'explicit': False, 'popularity': 37, 'uri': 'spotify:track:3MZ0Obyv6AnO1anmGBJydv'}"
437,2021-12-13 22:55,"""Weird Al"" Yankovic","Party In the CIA (Parody of ""Party In The U.S.A."" by Miley Cyrus)",1427,"Party In the CIA (Parody of ""Party In The U.S.A."" by Miley Cyrus)",2011-06-17,176800,False,54,spotify:track:5eZaT21ZVGyGHJ8kcwaNxA,"{'name': 'Party In the CIA (Parody of ""Party In The U.S.A."" by Miley Cyrus)', 'release_date': '2011-06-17', 'duration_ms': 176800, 'explicit': False, 'popularity': 54, 'uri': 'spotify:track:5eZaT21ZVGyGHJ8kcwaNxA'}"
822,2021-12-17 14:16,"""Weird Al"" Yankovic",The Hamilton Polka,300682,The Hamilton Polka,2018-03-02,300681,False,45,spotify:track:1nXCcO9Fp1mE0rzw39qOPY,"{'name': 'The Hamilton Polka', 'release_date': '2018-03-02', 'duration_ms': 300681, 'explicit': False, 'popularity': 45, 'uri': 'spotify:track:1nXCcO9Fp1mE0rzw39qOPY'}"
146,2021-12-09 16:24,'Come From Away' Band,Screech Out,104133,Screech Out,2017-03-10,104133,False,39,spotify:track:1KVRG1jgXKLrRwfGr3UIoa,"{'name': 'Screech Out', 'release_date': '2017-03-10', 'duration_ms': 104133, 'explicit': False, 'popularity': 39, 'uri': 'spotify:track:1KVRG1jgXKLrRwfGr3UIoa'}"
7325,2022-04-13 00:18,'Come From Away' Company,In The Bar / Heave Away,82320,In The Bar / Heave Away,2017-03-10,82320,False,42,spotify:track:3lFdzrvXYSx0xHRdc92SU8,"{'name': 'In The Bar / Heave Away', 'release_date': '2017-03-10', 'duration_ms': 82320, 'explicit': False, 'popularity': 42, 'uri': 'spotify:track:3lFdzrvXYSx0xHRdc92SU8'}"
6323,2022-03-18 20:17,'Come From Away' Company,Lead Us Out Of The Night,72093,Lead Us Out Of The Night,2017-03-10,72093,False,40,spotify:track:6S7i0RJAE7xcAS7KgHNYWN,"{'name': 'Lead Us Out Of The Night', 'release_date': '2017-03-10', 'duration_ms': 72093, 'explicit': False, 'popularity': 40, 'uri': 'spotify:track:6S7i0RJAE7xcAS7KgHNYWN'}"
1128,2021-12-20 13:24,'Come From Away' Company,Darkness And Trees,188160,Darkness And Trees,2017-03-10,188160,False,41,spotify:track:27fahUgDyUtRvQDrnqnBsG,"{'name': 'Darkness And Trees', 'release_date': '2017-03-10', 'duration_ms': 188160, 'explicit': False, 'popularity': 41, 'uri': 'spotify:track:27fahUgDyUtRvQDrnqnBsG'}"
1118,2021-12-20 12:57,'Come From Away' Company,38 Planes,3846,38 Planes (Reprise) / Somewhere In The Middle Of Nowhere,2017-03-10,262800,False,45,spotify:track:0yE2JdVc5CnZc6wuBCIMtj,"{'name': '38 Planes (Reprise) / Somewhere In The Middle Of Nowhere', 'release_date': '2017-03-10', 'duration_ms': 262800, 'explicit': False, 'popularity': 45, 'uri': 'spotify:track:0yE2JdVc5CnZc6wuBCIMtj'}"
159,2021-12-10 00:32,'Come From Away' Company,Blankets And Bedding,1537,Blankets And Bedding,2017-03-10,171733,False,44,spotify:track:31gHRdWxRNd5dqDriOe76j,"{'name': 'Blankets And Bedding', 'release_date': '2017-03-10', 'duration_ms': 171733, 'explicit': False, 'popularity': 44, 'uri': 'spotify:track:31gHRdWxRNd5dqDriOe76j'}"
1126,2021-12-20 13:16,'Come From Away' Company,Darkness And Trees - Reprise,104293,Darkness And Trees - Reprise,2017-03-10,104293,False,40,spotify:track:45kgznK2dCoCfhIXhanR1y,"{'name': 'Darkness And Trees - Reprise', 'release_date': '2017-03-10', 'duration_ms': 104293, 'explicit': False, 'popularity': 40, 'uri': 'spotify:track:45kgznK2dCoCfhIXhanR1y'}"
1121,2021-12-20 13:03,'Come From Away' Company,10 Years Later,8052,10 Years Later,2017-03-10,17120,False,1,spotify:track:0BPIzKfu32cbOfJvi0w5aD,"{'name': '10 Years Later', 'release_date': '2017-03-10', 'duration_ms': 17120, 'explicit': False, 'popularity': 1, 'uri': 'spotify:track:0BPIzKfu32cbOfJvi0w5aD'}"
1130,2021-12-20 13:28,'Come From Away' Company,Something's Missing,10696,Something's Missing,2017-03-10,336626,False,40,spotify:track:27YHWjdmczQiJGwcs0QLXT,"{'name': ""Something's Missing"", 'release_date': '2017-03-10', 'duration_ms': 336626, 'explicit': False, 'popularity': 40, 'uri': 'spotify:track:27YHWjdmczQiJGwcs0QLXT'}"
1124,2021-12-20 13:10,'Come From Away' Company,On The Edge,201546,On The Edge,2017-03-10,201546,False,40,spotify:track:740TcoSoPyi3uiSivnCEiI,"{'name': 'On The Edge', 'release_date': '2017-03-10', 'duration_ms': 201546, 'explicit': False, 'popularity': 40, 'uri': 'spotify:track:740TcoSoPyi3uiSivnCEiI'}"
6321,2022-03-18 20:14,'Come From Away' Company,On The Bus,66413,On The Bus,2017-03-10,66413,False,40,spotify:track:2tythudlLVft3TJx87pmVZ,"{'name': 'On The Bus', 'release_date': '2017-03-10', 'duration_ms': 66413, 'explicit': False, 'popularity': 40, 'uri': 'spotify:track:2tythudlLVft3TJx87pmVZ'}"
1120,2021-12-20 13:03,'Come From Away' Company,Phoning Home,33514,Phoning Home,2017-03-10,62466,False,39,spotify:track:6x7DkGiL1w8dsPzIx1ExoA,"{'name': 'Phoning Home', 'release_date': '2017-03-10', 'duration_ms': 62466, 'explicit': False, 'popularity': 39, 'uri': 'spotify:track:6x7DkGiL1w8dsPzIx1ExoA'}"
3819,2022-01-25 22:57,'In The Heights' Original Broadway Company,Breathe,244067,Breathe,2008-06-03,244066,False,52,spotify:track:6OSTrvIX8JXxRxFT4C9y0J,"{'name': 'Breathe', 'release_date': '2008-06-03', 'duration_ms': 244066, 'explicit': False, 'popularity': 52, 'uri': 'spotify:track:6OSTrvIX8JXxRxFT4C9y0J'}"
86,2021-12-09 09:57,13 Original Broadway Cast,13 / Becoming a Man,408573,13 / Becoming a Man,2008-09-30,408573,False,28,spotify:track:2krd4LJa2cNFvJvuzUTWfm,"{'name': '13 / Becoming a Man', 'release_date': '2008-09-30', 'duration_ms': 408573, 'explicit': False, 'popularity': 28, 'uri': 'spotify:track:2krd4LJa2cNFvJvuzUTWfm'}"
525,2021-12-14 15:48,2014 Golden Cove,Superheroes (Instrumental Version),245028,Superheroes (Instrumental Version),2014-07-25,245028,False,0,spotify:track:5vNRBC7HznMOMSoLX53kiC,"{'name': 'Superheroes (Instrumental Version)', 'release_date': '2014-07-25', 'duration_ms': 245028, 'explicit': False, 'popularity': 0, 'uri': 'spotify:track:5vNRBC7HznMOMSoLX53kiC'}"
1754,2022-01-01 23:20,5 Seconds of Summer,Amnesia,237247,Amnesia,2014-06-27,237247,False,66,spotify:track:0dIOvducp7ujHTqj66cQ3X,"{'name': 'Amnesia', 'release_date': '2014-06-27', 'duration_ms': 237247, 'explicit': False, 'popularity': 66, 'uri': 'spotify:track:0dIOvducp7ujHTqj66cQ3X'}"
1720,2022-01-01 22:53,5 Seconds of Summer,Don't Stop,14840,Don't Stop,2014-06-27,169935,False,56,spotify:track:4PCVZGch6Q57RVAcai9L8u,"{'name': ""Don't Stop"", 'release_date': '2014-06-27', 'duration_ms': 169935, 'explicit': False, 'popularity': 56, 'uri': 'spotify:track:4PCVZGch6Q57RVAcai9L8u'}"
3258,2022-01-19 22:15,5 Seconds of Summer,Youngblood,1312,Youngblood,2018-06-15,203417,False,81,spotify:track:2iUXsYOEPhVqEBwsqP70rE,"{'name': 'Youngblood', 'release_date': '2018-06-15', 'duration_ms': 203417, 'explicit': False, 'popularity': 81, 'uri': 'spotify:track:2iUXsYOEPhVqEBwsqP70rE'}"
9057,2022-05-20 21:53,5 Seconds of Summer,She Looks So Perfect,2013,She Looks So Perfect,2014-06-27,202496,False,73,spotify:track:1CQ2cMfrmFM1YdfmjENKVE,"{'name': 'She Looks So Perfect', 'release_date': '2014-06-27', 'duration_ms': 202496, 'explicit': False, 'popularity': 73, 'uri': 'spotify:track:1CQ2cMfrmFM1YdfmjENKVE'}"
8622,2022-05-13 15:21,5 Seconds of Summer,Me Myself & I,177891,Me Myself & I,2022-09-23,177879,True,69,spotify:track:78Qk1m8zbvvvrmWH2M1yxT,"{'name': 'Me Myself & I', 'release_date': '2022-09-23', 'duration_ms': 177879, 'explicit': True, 'popularity': 69, 'uri': 'spotify:track:78Qk1m8zbvvvrmWH2M1yxT'}"
3284,2022-01-19 22:31,5 Seconds of Summer,Teeth,1335,Teeth,2019-08-23,204887,False,78,spotify:track:26wLOs3ZuHJa2Ihhx6QIE6,"{'name': 'Teeth', 'release_date': '2019-08-23', 'duration_ms': 204887, 'explicit': False, 'popularity': 78, 'uri': 'spotify:track:26wLOs3ZuHJa2Ihhx6QIE6'}"
4508,2022-10-08 11:56,50 Cent,Candy Shop,134297,Candy Shop,2005-03-03,209106,True,80,spotify:track:5D2mYZuzcgjpchVY1pmTPh,"{'name': 'Candy Shop', 'release_date': '2005-03-03', 'duration_ms': 209106, 'explicit': True, 'popularity': 80, 'uri': 'spotify:track:5D2mYZuzcgjpchVY1pmTPh'}"
7570,2022-04-21 12:51,76th Street,Growing Season,155810,Growing Season,2022-03-11,163140,False,10,spotify:track:4Zy2kb4b4zIwYknya5yanO,"{'name': 'Growing Season', 'release_date': '2022-03-11', 'duration_ms': 163140, 'explicit': False, 'popularity': 10, 'uri': 'spotify:track:4Zy2kb4b4zIwYknya5yanO'}"
486,2022-06-29 19:16,76th Street,Too Soon,249065,Too Soon,2022-05-27,249065,False,11,spotify:track:5Me5g4cyltbtdJdmb4twEI,"{'name': 'Too Soon', 'release_date': '2022-05-27', 'duration_ms': 249065, 'explicit': False, 'popularity': 11, 'uri': 'spotify:track:5Me5g4cyltbtdJdmb4twEI'}"
8779,2022-05-16 11:53,76th Street,The Unique Name Song,0,The Unique Name Song,2019-12-20,167183,False,12,spotify:track:4SucxNw8oHam23r3U3sm1P,"{'name': 'The Unique Name Song', 'release_date': '2019-12-20', 'duration_ms': 167183, 'explicit': False, 'popularity': 12, 'uri': 'spotify:track:4SucxNw8oHam23r3U3sm1P'}"
1027,2021-12-19 15:59,76th Street,Hurricane,19474,Hurricane,2017-01-27,190213,False,12,spotify:track:2UQXSg7ur4L32tTd2BA5Hs,"{'name': 'Hurricane', 'release_date': '2017-01-27', 'duration_ms': 190213, 'explicit': False, 'popularity': 12, 'uri': 'spotify:track:2UQXSg7ur4L32tTd2BA5Hs'}"
796,2021-12-17 00:20,76th Street,Mendacious,3474,Mendacious,2021-01-01,192135,False,9,spotify:track:3OZDZmxu6VokmwIFZT5j0T,"{'name': 'Mendacious', 'release_date': '2021-01-01', 'duration_ms': 192135, 'explicit': False, 'popularity': 9, 'uri': 'spotify:track:3OZDZmxu6VokmwIFZT5j0T'}"
857,2021-12-17 19:48,98º,What Christmas Means To Me,183800,What Christmas Means To Me,2017-10-20,183800,False,64,spotify:track:58C81zfTH4pygXCk7miGO5,"{'name': 'What Christmas Means To Me', 'release_date': '2017-10-20', 'duration_ms': 183800, 'explicit': False, 'popularity': 64, 'uri': 'spotify:track:58C81zfTH4pygXCk7miGO5'}"
4542,2022-10-10 12:16,98º,True To Your Heart,17879,True To Your Heart,1998-01-01,256040,False,48,spotify:track:2MkfKcX0Q3xquEjcKqRyDK,"{'name': 'True To Your Heart', 'release_date': '1998-01-01', 'duration_ms': 256040, 'explicit': False, 'popularity': 48, 'uri': 'spotify:track:2MkfKcX0Q3xquEjcKqRyDK'}"
263,2021-12-10 22:37,A Great Big World,Rockstar,1460,Rockstar,2014-01-13,236480,False,38,spotify:track:6zvgsXd9oSMgt58voSnJbE,"{'name': 'Rockstar', 'release_date': '2014-01-13', 'duration_ms': 236480, 'explicit': False, 'popularity': 38, 'uri': 'spotify:track:6zvgsXd9oSMgt58voSnJbE'}"
6156,2022-11-16 00:46,A Shell In The Pit,Whip Crack Hawk Screech,156500,Whip Crack Hawk Screech,2018-11-29,156500,False,1,spotify:track:1gLE7U87QX3SwMho5Xsw9m,"{'name': 'Whip Crack Hawk Screech', 'release_date': '2018-11-29', 'duration_ms': 156500, 'explicit': False, 'popularity': 1, 'uri': 'spotify:track:1gLE7U87QX3SwMho5Xsw9m'}"
7249,2022-04-10 15:15,A Story Told,Feel Bad,0,Feel Bad,2017-10-13,266671,False,49,spotify:track:2rzb5bMRoTlW7TaW1Lz7cV,"{'name': 'Feel Bad', 'release_date': '2017-10-13', 'duration_ms': 266671, 'explicit': False, 'popularity': 49, 'uri': 'spotify:track:2rzb5bMRoTlW7TaW1Lz7cV'}"
157,2021-12-10 00:28,A Story Told,'99 Benz,5380,'99 Benz,2017-10-13,220953,False,47,spotify:track:7zweZVDWIMvQIC6bDsEtcL,"{'name': ""'99 Benz"", 'release_date': '2017-10-13', 'duration_ms': 220953, 'explicit': False, 'popularity': 47, 'uri': 'spotify:track:7zweZVDWIMvQIC6bDsEtcL'}"
2877,2022-08-31 10:52,A*Teens,Upside Down,197386,Upside Down,2001-02-26,197386,False,53,spotify:track:3lfLAToNl2Ibcuo9U6UTSd,"{'name': 'Upside Down', 'release_date': '2001-02-26', 'duration_ms': 197386, 'explicit': False, 'popularity': 53, 'uri': 'spotify:track:3lfLAToNl2Ibcuo9U6UTSd'}"
1491,2021-12-27 21:02,A.R. Rahman,Tumhein Mohabbat,75703,Tumhein Mohabbat,2021-12-06,187326,False,57,spotify:track:2TKBCWeVnjdyzOL4xgYLmo,"{'name': 'Tumhein Mohabbat', 'release_date': '2021-12-06', 'duration_ms': 187326, 'explicit': False, 'popularity': 57, 'uri': 'spotify:track:2TKBCWeVnjdyzOL4xgYLmo'}"
1631,2021-12-30 10:30,A.R. Rahman,Jana Gana Mana,7369,Jana Gana Mana,2011-01-30,107746,False,22,spotify:track:1RRaPRjn9u9NXZ7Nco5PYz,"{'name': 'Jana Gana Mana', 'release_date': '2011-01-30', 'duration_ms': 107746, 'explicit': False, 'popularity': 22, 'uri': 'spotify:track:1RRaPRjn9u9NXZ7Nco5PYz'}"
1489,2021-12-27 21:02,A.R. Rahman,"Rait Zara Si (From ""Atrangi Re"")",11726,"Rait Zara Si (From ""Atrangi Re"")",2021-12-06,291462,False,71,spotify:track:4uK0M8AI6gyFmyzUneQpbi,"{'name': 'Rait Zara Si (From ""Atrangi Re"")', 'release_date': '2021-12-06', 'duration_ms': 291462, 'explicit': False, 'popularity': 71, 'uri': 'spotify:track:4uK0M8AI6gyFmyzUneQpbi'}"
571,2021-12-15 11:01,ABBA,Lay All Your Love On Me,274467,Lay All Your Love On Me,1980,274466,False,74,spotify:track:4euAGZTszWPrriggYK0HG9,"{'name': 'Lay All Your Love On Me', 'release_date': '1980', 'duration_ms': 274466, 'explicit': False, 'popularity': 74, 'uri': 'spotify:track:4euAGZTszWPrriggYK0HG9'}"
569,2021-12-15 10:56,ABBA,Me And I,6326,Me And I,1980,294386,False,51,spotify:track:4JzJihuvIlhaYqSUNNJGBl,"{'name': 'Me And I', 'release_date': '1980', 'duration_ms': 294386, 'explicit': False, 'popularity': 51, 'uri': 'spotify:track:4JzJihuvIlhaYqSUNNJGBl'}"
566,2021-12-15 10:52,ABBA,Put On Your White Sombrero,272493,Put On Your White Sombrero,1980,272493,False,38,spotify:track:0gkax94ZwlPz1XbtCVg4Vd,"{'name': 'Put On Your White Sombrero', 'release_date': '1980', 'duration_ms': 272493, 'explicit': False, 'popularity': 38, 'uri': 'spotify:track:0gkax94ZwlPz1XbtCVg4Vd'}"
878,2021-12-17 20:46,ABBA,Gimme! Gimme! Gimme! (A Man After Midnight),108,Gimme! Gimme! Gimme! (A Man After Midnight),1979,292613,False,81,spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6,"{'name': 'Gimme! Gimme! Gimme! (A Man After Midnight)', 'release_date': '1979', 'duration_ms': 292613, 'explicit': False, 'popularity': 81, 'uri': 'spotify:track:3vkQ5DAB1qQMYO4Mr9zJN6'}"
5371,2022-02-27 15:15,ABBA,Waterloo,168960,Waterloo,1974,168960,False,73,spotify:track:3Dy4REq8O09IlgiwuHQ3sk,"{'name': 'Waterloo', 'release_date': '1974', 'duration_ms': 168960, 'explicit': False, 'popularity': 73, 'uri': 'spotify:track:3Dy4REq8O09IlgiwuHQ3sk'}"
8471,2022-05-09 11:56,ABBA,"Knowing Me, Knowing You",241920,"Knowing Me, Knowing You",1976,241920,False,64,spotify:track:798cuJeotvXP8UVa8GJPnD,"{'name': 'Knowing Me, Knowing You', 'release_date': '1976', 'duration_ms': 241920, 'explicit': False, 'popularity': 64, 'uri': 'spotify:track:798cuJeotvXP8UVa8GJPnD'}"
572,2021-12-15 11:04,ABBA,"The Way Old Friends Do - Live At Wembley Arena, London, England / 1979",175040,"The Way Old Friends Do - Live At Wembley Arena, London, England / 1979",1980,175040,False,43,spotify:track:5Kq6zleJTirgokGAL7IJQc,"{'name': 'The Way Old Friends Do - Live At Wembley Arena, London, England / 1979', 'release_date': '1980', 'duration_ms': 175040, 'explicit': False, 'popularity': 43, 'uri': 'spotify:track:5Kq6zleJTirgokGAL7IJQc'}"
568,2021-12-15 10:56,ABBA,"Andante, Andante",249916,"Andante, Andante",1980,278213,False,57,spotify:track:1JnHZagDFvrT2lx4QovSOo,"{'name': 'Andante, Andante', 'release_date': '1980', 'duration_ms': 278213, 'explicit': False, 'popularity': 57, 'uri': 'spotify:track:1JnHZagDFvrT2lx4QovSOo'}"
565,2021-12-15 10:48,ABBA,The Piper,93913,The Piper,1980,206506,False,44,spotify:track:5jBPAlYvSkGDz4iDW7r2FC,"{'name': 'The Piper', 'release_date': '1980', 'duration_ms': 206506, 'explicit': False, 'popularity': 44, 'uri': 'spotify:track:5jBPAlYvSkGDz4iDW7r2FC'}"
564,2021-12-15 10:46,ABBA,The Winner Takes It All,294720,The Winner Takes It All,1980,294720,False,75,spotify:track:3oEkrIfXfSh9zGnE7eBzSV,"{'name': 'The Winner Takes It All', 'release_date': '1980', 'duration_ms': 294720, 'explicit': False, 'popularity': 75, 'uri': 'spotify:track:3oEkrIfXfSh9zGnE7eBzSV'}"
563,2021-12-15 10:41,ABBA,On And On And On,220280,On And On And On,1980,220280,False,52,spotify:track:2dnR7o8cm9798o6KPsopki,"{'name': 'On And On And On', 'release_date': '1980', 'duration_ms': 220280, 'explicit': False, 'popularity': 52, 'uri': 'spotify:track:2dnR7o8cm9798o6KPsopki'}"
8671,2022-05-14 15:50,ABBA,Mamma Mia,895,Mamma Mia,1975,213266,False,77,spotify:track:2TxCwUlqaOH3TIyJqGgR91,"{'name': 'Mamma Mia', 'release_date': '1975', 'duration_ms': 213266, 'explicit': False, 'popularity': 77, 'uri': 'spotify:track:2TxCwUlqaOH3TIyJqGgR91'}"
553,2021-12-14 23:27,ABBA,Super Trouper,252853,Super Trouper,1980,252853,False,71,spotify:track:0J2p4KYdr6Mg4ET6JPlbe1,"{'name': 'Super Trouper', 'release_date': '1980', 'duration_ms': 252853, 'explicit': False, 'popularity': 71, 'uri': 'spotify:track:0J2p4KYdr6Mg4ET6JPlbe1'}"
9043,2022-05-20 21:15,ABBA,Dancing Queen,3355,Dancing Queen,1976,230400,False,82,spotify:track:0GjEhVFGZW8afUYGChu3Rr,"{'name': 'Dancing Queen', 'release_date': '1976', 'duration_ms': 230400, 'explicit': False, 'popularity': 82, 'uri': 'spotify:track:0GjEhVFGZW8afUYGChu3Rr'}"
570,2021-12-15 10:56,ABBA,Elaine,2357,Elaine,1980,224506,False,39,spotify:track:3f7RrcuDNwPnUUm8lU0z8p,"{'name': 'Elaine', 'release_date': '1980', 'duration_ms': 224506, 'explicit': False, 'popularity': 39, 'uri': 'spotify:track:3f7RrcuDNwPnUUm8lU0z8p'}"
1266,2022-07-14 14:51,AC/DC,Highway to Hell,3446,Highway to Hell,1979-07-27,208400,False,84,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,"{'name': 'Highway to Hell', 'release_date': '1979-07-27', 'duration_ms': 208400, 'explicit': False, 'popularity': 84, 'uri': 'spotify:track:2zYzyRzz6pRmhPzyfMEC8s'}"
1387,2021-12-21 16:36,AJ Michalka,Warriors (She-Ra and the Princesses of Power),532,Warriors (She-Ra and the Princesses of Power),2020-05-08,210253,False,43,spotify:track:1VQTA3jeKZ9ul94xroHmbz,"{'name': 'Warriors (She-Ra and the Princesses of Power)', 'release_date': '2020-05-08', 'duration_ms': 210253, 'explicit': False, 'popularity': 43, 'uri': 'spotify:track:1VQTA3jeKZ9ul94xroHmbz'}"
672,2021-12-15 15:45,AJR,Weak,201160,Weak,2017-06-30,201160,False,66,spotify:track:3BuLtAmXKy5uQYl4ED1zBT,"{'name': 'Weak', 'release_date': '2017-06-30', 'duration_ms': 201160, 'explicit': False, 'popularity': 66, 'uri': 'spotify:track:3BuLtAmXKy5uQYl4ED1zBT'}"
7158,2022-04-08 18:46,APRE,All Yours - Mahogany Sessions,1628,All Yours - Mahogany Sessions,2020-05-01,160000,False,39,spotify:track:1vVWqhDTamnoX8iZpoEAjQ,"{'name': 'All Yours - Mahogany Sessions', 'release_date': '2020-05-01', 'duration_ms': 160000, 'explicit': False, 'popularity': 39, 'uri': 'spotify:track:1vVWqhDTamnoX8iZpoEAjQ'}"
6861,2022-04-01 08:47,ATC,I Wanna Get Better,199750,I Wanna Get Better,2014-10-23,199750,False,45,spotify:track:3MpwmYhbhZxMv1GNm1Db0K,"{'name': 'I Wanna Get Better', 'release_date': '2014-10-23', 'duration_ms': 199750, 'explicit': False, 'popularity': 45, 'uri': 'spotify:track:3MpwmYhbhZxMv1GNm1Db0K'}"
75,2021-12-08 17:28,AURORA,Conqueror,750,Conqueror,2016-03-11,207506,False,53,spotify:track:3qBn2YAFbX16coGmScr7Y5,"{'name': 'Conqueror', 'release_date': '2016-03-11', 'duration_ms': 207506, 'explicit': False, 'popularity': 53, 'uri': 'spotify:track:3qBn2YAFbX16coGmScr7Y5'}"
404,2021-12-13 22:48,AURORA,Cure For Me,23,Cure For Me,2021-07-07,201640,False,72,spotify:track:7kEva2rxsNMn07fyfZMRRn,"{'name': 'Cure For Me', 'release_date': '2021-07-07', 'duration_ms': 201640, 'explicit': False, 'popularity': 72, 'uri': 'spotify:track:7kEva2rxsNMn07fyfZMRRn'}"
77,2021-12-08 17:28,AURORA,Runaway,1157,Runaway,2016-03-11,248826,False,78,spotify:track:1v1oIWf2Xgh54kIWuKsDf6,"{'name': 'Runaway', 'release_date': '2016-03-11', 'duration_ms': 248826, 'explicit': False, 'popularity': 78, 'uri': 'spotify:track:1v1oIWf2Xgh54kIWuKsDf6'}"
80,2021-12-08 17:28,AURORA,Winter Bird,582,Winter Bird,2016-03-11,244146,False,45,spotify:track:6qYrtNvNYFQzSGWndpEY9d,"{'name': 'Winter Bird', 'release_date': '2016-03-11', 'duration_ms': 244146, 'explicit': False, 'popularity': 45, 'uri': 'spotify:track:6qYrtNvNYFQzSGWndpEY9d'}"
2624,2022-01-13 20:40,AURORA,Everything Matters,53938,Everything Matters,2022-01-21,213906,False,61,spotify:track:1rMlnD8S0hX7IHZXZDt3gH,"{'name': 'Everything Matters', 'release_date': '2022-01-21', 'duration_ms': 213906, 'explicit': False, 'popularity': 61, 'uri': 'spotify:track:1rMlnD8S0hX7IHZXZDt3gH'}"
2621,2022-01-13 20:29,AURORA,A Dangerous Thing,4285,A Dangerous Thing,2022-01-21,215573,False,51,spotify:track:5DwtDZC9IkGwh7zqCWXqV3,"{'name': 'A Dangerous Thing', 'release_date': '2022-01-21', 'duration_ms': 215573, 'explicit': False, 'popularity': 51, 'uri': 'spotify:track:5DwtDZC9IkGwh7zqCWXqV3'}"
2307,2022-01-08 14:37,AURORA,Life On Mars,301400,Life On Mars,2016-02-19,301400,False,49,spotify:track:6tdixrrHbOHQfdamvcyOes,"{'name': 'Life On Mars', 'release_date': '2016-02-19', 'duration_ms': 301400, 'explicit': False, 'popularity': 49, 'uri': 'spotify:track:6tdixrrHbOHQfdamvcyOes'}"
496,2021-12-14 14:16,AURORA,A Different Kind Of Human,23212,A Different Kind Of Human,2019-06-07,241105,False,44,spotify:track:6WI2bibVQSHgOCT47yoBhs,"{'name': 'A Different Kind Of Human', 'release_date': '2019-06-07', 'duration_ms': 241105, 'explicit': False, 'popularity': 44, 'uri': 'spotify:track:6WI2bibVQSHgOCT47yoBhs'}"
803,2021-12-17 00:22,AWOLNATION,Sail,956,Sail,2011-03-15,259093,False,74,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,"{'name': 'Sail', 'release_date': '2011-03-15', 'duration_ms': 259093, 'explicit': False, 'popularity': 74, 'uri': 'spotify:track:7ueP5u2qkdZbIPN2YA6LR0'}"
1380,2021-12-21 16:35,Aaliyah Rose,Warriors (She-Ra and the Princesses of Power Theme Song),6826,Warriors (She-Ra and the Princesses of Power Theme Song),2019-04-26,146068,False,50,spotify:track:7CKRTXTnDfo0Go8AgXp1tW,"{'name': 'Warriors (She-Ra and the Princesses of Power Theme Song)', 'release_date': '2019-04-26', 'duration_ms': 146068, 'explicit': False, 'popularity': 50, 'uri': 'spotify:track:7CKRTXTnDfo0Go8AgXp1tW'}"
3881,2022-01-26 19:45,Aaron Daniel Jacob,Chop Away at My Heart,149940,Chop Away at My Heart,2020-08-28,149940,False,43,spotify:track:1Gx5LqhfcbmB4RZZc02oH7,"{'name': 'Chop Away at My Heart', 'release_date': '2020-08-28', 'duration_ms': 149940, 'explicit': False, 'popularity': 43, 'uri': 'spotify:track:1Gx5LqhfcbmB4RZZc02oH7'}"
5712,2022-11-06 15:28,Aaron May,Let Go,14954,Let Go,2019-02-28,176531,True,78,spotify:track:1NCWXbUyF88ee30OMAe7dO,"{'name': 'Let Go', 'release_date': '2019-02-28', 'duration_ms': 176531, 'explicit': True, 'popularity': 78, 'uri': 'spotify:track:1NCWXbUyF88ee30OMAe7dO'}"
211,2021-12-10 13:28,Aaron Tveit,Do You Hear The People Sing?,123160,Do You Hear The People Sing?,2013-01-01,123160,False,55,spotify:track:03m03OVQGPuzt8Rw2r0a7t,"{'name': 'Do You Hear The People Sing?', 'release_date': '2013-01-01', 'duration_ms': 123160, 'explicit': False, 'popularity': 55, 'uri': 'spotify:track:03m03OVQGPuzt8Rw2r0a7t'}"
8738,2022-05-16 11:53,Aaron Tveit,Elephant Love Medley,0,Elephant Love Medley,2019-08-30,325293,False,51,spotify:track:5JRgVMONxTRjC1g1d0XsvX,"{'name': 'Elephant Love Medley', 'release_date': '2019-08-30', 'duration_ms': 325293, 'explicit': False, 'popularity': 51, 'uri': 'spotify:track:5JRgVMONxTRjC1g1d0XsvX'}"
469,2021-12-14 13:51,Aaron Tveit,El Tango De Roxanne,868,El Tango De Roxanne,2019-08-30,217280,False,54,spotify:track:70XYXbSf4g5IfnDJ13se9L,"{'name': 'El Tango De Roxanne', 'release_date': '2019-08-30', 'duration_ms': 217280, 'explicit': False, 'popularity': 54, 'uri': 'spotify:track:70XYXbSf4g5IfnDJ13se9L'}"
5229,2022-10-26 12:45,Aastha Gill,Kamariya,15337,Kamariya,2018-08-22,187982,False,65,spotify:track:5cjVsWqIkBQC7acTRhL0RO,"{'name': 'Kamariya', 'release_date': '2018-08-22', 'duration_ms': 187982, 'explicit': False, 'popularity': 65, 'uri': 'spotify:track:5cjVsWqIkBQC7acTRhL0RO'}"
